"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71596","I-80; State Street Interchange","Utah","Utah","DOT Projects","Complete","Surface Transportation","Highways","UT","UT","","","","","POINT (-111.904679 40.725784)","40.725784","-111.904679"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71501","Northwest Corridor Project (PR-22)","Department of Transportation","Federal Highway Administration","DOT Projects","Paused","Surface Transportation","Highways","Hatillo, PR","PR","","","Hatillo","","POINT (-66.8196017 18.4880317)","18.4880317","-66.8196017"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71601","West Davis Corridor [Region 1- Pin 7176]","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","UT, Davis","UT","","Davis","","","POINT (-111.0937311 39.3209801)","39.3209801","-111.0937311"
